Estimate Total Population,Male Estimate Total,Male Margin od Error Total,Estimate Total Income,Estimate Mean income (dollars),Margin of Error Mean income (dollars),Estimate Margin of Error Total,Estimate Total Insured,Margin of Error Total Insured,Estimate Total Uninsured,Margin of Error Total Uninsured,Estimate Total Poverty,Margin of Error Total Poverty,Estimate Below Poverty,Margin of Error Below Poverty,Estimate Number Population 16 years and over,Margin of Error Number Population 16 years and over,Estimate Percent Unemployed,Margin of Error Percent Unemployed,Estimate PERCENTAGE OF FAMILIES AND PEOPLE WHOSE INCOME IN THE PAST 12 MONTHS IS BELOW THE POVERTY LEVEL,Margin of Error PERCENTAGE OF FAMILIES AND PEOPLE WHOSE INCOME IN THE PAST 12 MONTHS IS BELOW THE POVERTY LEVEL,Population
4664616,2276932,1257,1751956,5502,88371,849,4556953,1047,395259,7262,4532187,1504,845230,12732,3688107,1629,6.6,0.2,14.2,0.3,4624047
1340825,656628,454,569551,2285,94310,1087,1325025,382,101045,3461,1304038,705,144384,3764,1120778,704,4.0,0.2,6.7,0.3,1372247
6037624,2925644,681,2230527,4131,133817,838,5938200,1496,352186,7399,5894835,1643,531553,8805,4846076,1594,5.2,0.1,5.9,0.2,6165129
6873003,3335992,464,2646980,4188,139154,876,6800682,668,185687,5381,6637329,1307,653454,10187,5678025,2017,5.1,0.1,6.6,0.2,6984723
9973907,4911965,885,3980408,8401,97175,425,9866076,502,528400,8532,9753541,1875,1337256,14613,8070619,2089,6.0,0.1,9.2,0.1,10050811
5600166,2789017,793,2207988,5616,116714,559,5541421,533,251900,5439,5476956,1148,511185,6996,4444556,1256,3.8,0.1,5.6,0.1,5707390
2981835,1443708,1654,1116649,4463,77072,658,2912057,891,350002,6362,2883074,1037,564439,10503,2357026,1530,7.1,0.3,15.0,0.3,2949965
6124160,3004001,1341,2440212,6698,93919,637,6011968,1108,565099,9759,5942813,1800,772992,11899,4903578,1548,4.5,0.1,8.9,0.2,6168187
1061705,534128,667,436048,1975,94034,1358,1046670,364,87857,3046,1036490,671,132476,3658,859185,719,4.2,0.2,7.7,0.4,1104271
1923826,959677,778,766663,2410,99693,945,1894327,488,154287,3744,1869467,825,193820,4792,1500813,929,3.4,0.1,6.6,0.3,1963692
3030281,1520196,595,1130011,2777,96532,873,2993632,766,334130,6374,2987817,1191,381695,8350,2419552,1285,6.6,0.2,9.0,0.3,3143991
1355244,671802,432,539116,1981,120331,1248,1338372,415,80071,3185,1312770,746,97418,3403,1130008,762,3.8,0.2,4.6,0.2,1388992
8885418,4341123,523,3272054,6029,138130,706,8780160,884,662917,11714,8713792,1637,842704,14941,7161184,2262,5.8,0.1,7.0,0.2,9267130
2097021,1038007,665,792755,2457,82405,875,2060539,835,194896,5164,2053909,876,381026,7765,1672029,1118,6.6,0.3,14.2,0.4,2115877
19514849,9474184,1036,7417224,12559,123221,600,19276809,1029,1037271,13785,19009098,2667,2581048,26021,15908940,3207,5.7,0.1,10.0,0.1,19835913
10386227,5052667,1415,4031592,8480,94483,544,10178084,2246,1084103,16193,10098330,2221,1411939,17543,8352255,2418,5.4,0.1,10.0,0.2,10551162
760394,389284,655,320873,1737,106573,1616,743105,570,53835,2184,735842,474,77491,2645,599849,659,3.1,0.2,6.2,0.4,774948
11675275,5721796,1248,4717226,9371,95193,417,11501751,710,708532,12028,11350378,2174,1546011,18637,9385593,2526,5.3,0.1,9.6,0.2,11780017
3949342,1956617,692,1493569,3009,88048,721,3867023,928,556644,6876,3833712,1166,585520,8015,3097358,1129,5.1,0.1,11.2,0.3,3986639
4176346,2070627,960,1642579,3451,103600,779,4135531,627,274414,6385,4096744,1877,506558,10177,3408422,1703,5.5,0.2,7.8,0.3,4246155
12794885,6269142,824,5106601,8064,105058,451,12590644,819,705891,10505,12387061,1951,1480430,18271,10456049,2462,5.4,0.1,8.1,0.1,12964056
1057798,514524,353,414730,1881,111700,1774,1041644,449,44575,2046,1017028,481,117785,4786,878121,688,5.5,0.3,7.8,0.5,1095610
5091517,2468682,1216,1961481,5748,90694,704,4990992,1497,518723,9419,4950181,1624,726470,11777,4111745,1756,5.5,0.1,10.5,0.3,5190705
879336,442948,748,347878,1737,94036,1308,861933,322,82407,2739,849910,514,108863,3307,686885,694,3.5,0.2,8.0,0.4,895376
6772268,3304462,1721,2639455,6788,91215,619,6664134,1155,649312,10367,6603468,1764,965213,13412,5437242,1879,5.3,0.1,10.6,0.2,6975218
28635442,14221720,2292,9906070,18881,102456,425,28169961,2333,4877069,45246,28013446,3263,3984260,39546,22078090,4615,5.3,0.1,10.9,0.1,29527941
3151239,1586950,587,1003345,2384,105348,781,3124563,550,280433,6892,3102049,1254,283360,7183,2325169,1488,3.6,0.1,6.3,0.2,3337975
624340,308441,331,262852,1220,102413,1622,618184,190,25031,1106,599938,300,64700,2292,523065,420,3.8,0.2,6.4,0.4,645570
8509358,4186543,1645,3184121,7450,123883,709,8282997,2553,681362,12919,8255575,1852,826708,14162,6849454,2535,4.6,0.1,6.8,0.2,8642274
7512465,3759007,731,2905822,5585,120270,681,7397932,1687,458228,8491,7372433,1681,751044,12849,6038812,1790,4.9,0.1,6.5,0.2,7738692
1807426,893743,742,734235,2810,78106,840,1778080,458,109844,3455,1755591,906,300152,6818,1485332,1077,6.5,0.3,12.3,0.4,1782959
5806975,2889783,904,2377935,5709,100128,532,5735703,396,312704,6171,5659485,1207,620947,8262,4682533,1281,3.6,0.1,6.8,0.1,5895908
581348,296280,695,233231,1535,98307,1977,571005,477,65297,2954,566858,468,61006,3007,461417,686,4.4,0.3,6.7,0.5,578803
3255642,1546590,546,1205749,3649,37911,380,3230810,452,219775,4033,3227457,640,1400958,10574,2728839,1160,15.1,0.3,39.8,0.4,3263584
