Estimate Total Population,Male Estimate Total,Male Margin od Error Total,Estimate Total Income,Estimate Mean income (dollars),Margin of Error Mean income (dollars),Estimate Margin of Error Total,Estimate Total Insured,Margin of Error Total Insured,Estimate Total Uninsured,Margin of Error Total Uninsured,Estimate Total Poverty,Margin of Error Total Poverty,Estimate Below Poverty,Margin of Error Below Poverty,Estimate Number Population 16 years and over,Margin of Error Number Population 16 years and over,Estimate Percent Unemployed,Margin of Error Percent Unemployed,Estimate PERCENTAGE OF FAMILIES AND PEOPLE WHOSE INCOME IN THE PAST 12 MONTHS IS BELOW THE POVERTY LEVEL,Margin of Error PERCENTAGE OF FAMILIES AND PEOPLE WHOSE INCOME IN THE PAST 12 MONTHS IS BELOW THE POVERTY LEVEL,Estimate Occupied housing units,Margin of Error Occupied housing units,Estimate Owner-occupied housing units,Margin of Error Owner-occupied housing units,Estimate Owner-occupied housing units MONTHLY HOUSING COSTS (Median dollars),Margin of Error Owner-occupied housing units MONTHLY HOUSING COSTS (Median dollars),Estimate Renter-occupied housing units MONTHLY HOUSING COSTS (Median dollars),Margin of Error Renter-occupied housing units MONTHLY HOUSING COSTS (Median dollars),Population
28304596,14062701,9000,9623874,22217,94376,563,27836924,4153,4816968,48225,27676343,7676,4076905,62508,21761733,11356,5.1,0.1,11.3,0.2,9623874,22217,5964183,30479,1038,7,987,5,28701845
3101833,1563433,2805,975448,5045,96840,1710,3076318,925,281753,12306,3052633,2684,296557,16717,2278695,3141,3.6,0.3,6.7,0.5,975448,5045,681563,7026,1213,16,986,15,3161105
623657,307810,1172,256629,3631,93647,2956,617556,273,28111,2741,599862,654,67841,5946,519579,1423,3.8,0.5,7.0,1.0,256629,3631,178405,3788,1176,29,950,28,626299
8470020,4163754,5887,3120880,13665,113234,1181,8256810,4827,729179,21272,8221024,3096,874483,27673,6813344,5649,4.6,0.2,7.1,0.3,3120880,13665,2077417,16923,1284,13,1179,11,8517685
7405743,3698615,3278,2840377,11168,110005,1092,7299812,2782,446106,15064,7273713,3235,802159,24114,5939508,5088,4.9,0.2,7.1,0.3,2840377,11168,1783549,14805,1412,11,1216,13,7535591
1815857,897166,3107,715308,7000,71551,1537,1787126,719,108889,7091,1762467,2041,336301,14216,1485052,2794,6.7,0.6,14.1,0.9,715308,7000,518882,7414,516,12,690,15,1805832
5795483,2880454,3795,2350293,7563,93538,972,5723963,784,309404,10822,5645194,2570,639564,18029,4662901,4542,3.5,0.2,7.1,0.3,2350293,7563,1565599,10504,1020,9,819,6,5813568
579315,295779,2452,225796,3968,90001,3561,568891,1060,69715,6810,565242,890,64054,6154,456056,2011,5.2,0.8,7.6,1.2,225796,3968,159792,4280,962,42,832,26,577737
3337177,1591997,4788,1191305,10722,35244,979,3309977,1047,227523,12360,3306715,1129,1468798,31819,2771523,3026,16.4,0.7,40.9,1.0,1191305,10722,802024,10541,251,8,453,11,3195153
4887871,2369271,5051,1855184,11821,82884,1100,4810094,1546,481259,15092,4763828,2786,800422,20616,3930579,4602,5.6,0.3,12.2,0.5,1855184,11821,1262257,12735,734,13,788,9,4903185
737438,382952,1441,254551,3266,109619,3025,713033,1423,90128,6215,720869,846,78620,7217,572880,1180,6.8,0.5,7.5,1.0,254551,3266,167108,3496,1364,45,1177,31,731545
7171646,3565129,2355,2614298,11305,92154,1142,7064799,2070,749977,23819,7013444,3179,983499,28300,5714007,4931,5.4,0.2,9.9,0.4,2614298,11305,1694367,13678,1023,13,1036,10,7278717
3013825,1476680,3794,1156347,7393,79300,1676,2960503,988,243585,9591,2925448,2347,504504,19795,2389608,4168,4.5,0.3,12.7,0.7,1156347,7393,760401,8395,682,13,731,11,3017804
39557045,19673553,5449,13072122,21485,119820,592,39062465,5627,2825620,42668,38818454,7167,4969326,62249,31575203,11276,5.5,0.1,9.1,0.2,13072122,21485,7165664,30156,1785,10,1520,7,39512223
5695564,2864761,4727,2176757,7548,114334,1397,5604105,2082,421644,17082,5577020,2234,537492,18885,4570149,4715,3.9,0.2,6.2,0.3,2176757,7548,1417981,9500,1377,15,1289,12,5758736
3572665,1740533,2353,1378091,6923,135132,2129,3523842,1078,186923,10844,3468263,1416,361377,14037,2933506,3056,5.5,0.3,7.1,0.4,1378091,6923,906771,8038,1661,15,1171,14,3565287
967171,467924,1358,367671,3933,99558,2852,952211,1135,53962,6377,940786,1409,117242,9236,788299,1405,5.7,0.6,8.4,1.0,367671,3933,261145,4466,1157,29,1108,25,973764
702455,334208,1421,287476,2752,165174,6305,692817,606,21897,3219,669031,717,108055,8920,586358,881,7.5,0.8,11.3,1.6,287476,2752,121540,3817,2122,56,1516,45,705749
21299325,10404676,7415,7809358,20825,93126,786,20996007,3241,2728485,40133,20882651,6372,2840977,47549,17561780,7945,5.2,0.1,9.7,0.2,7809358,20825,5148242,25213,987,8,1182,6,21477737
10519475,5120290,6576,3803012,14400,96467,1164,10334958,2874,1411183,29083,10238658,5792,1468642,34068,8312043,7020,4.8,0.2,10.8,0.3,3803012,14400,2426435,18052,1024,12,1008,9,10617423
1420491,710702,1375,455309,4541,117062,2896,1368549,2598,55799,5028,1382448,1809,122143,8890,1147756,1858,3.8,0.4,5.7,0.6,455309,4541,265364,5773,1657,44,1613,40,1415872
1754208,882158,3559,640270,5214,85210,2244,1733484,857,192620,11139,1723154,1641,203264,12603,1357737,3179,4.0,0.4,8.2,0.8,640270,5214,452916,7633,952,20,848,16,1787065
12741080,6266062,4378,4864864,12677,109310,806,12563908,1621,874608,22182,12447271,3849,1509247,32779,10216304,5459,5.5,0.2,8.5,0.3,4864864,12677,3210113,17405,1205,9,995,7,12671821
6691878,3295973,5458,2599169,10447,87828,1095,6592504,1089,545123,18662,6489261,4578,852638,24677,5303153,4569,4.4,0.2,9.3,0.4,2599169,10447,1791749,12877,853,7,820,6,6732219
3156145,1564888,3527,1267873,7772,93160,1233,3113029,531,147039,8738,3055939,1516,343504,13910,2506580,3373,3.6,0.2,7.2,0.4,1267873,7772,903751,8439,886,10,777,8,3155070
2911510,1449745,3481,1133408,7193,95478,1545,2854774,1728,250355,10268,2825680,2043,338175,14157,2284670,3399,3.8,0.3,8.0,0.5,1133408,7193,749821,8328,951,12,840,9,2913314
4468402,2199021,4805,1732713,8718,81782,1334,4388204,1183,247641,11238,4326305,3844,730408,22182,3572054,3865,5.2,0.3,12.6,0.5,1732713,8718,1167729,12565,773,11,779,9,4467673
4659978,2276530,6576,1737220,10627,83031,1295,4556078,1982,363362,13456,4529028,2896,843626,23603,3682861,4138,6.4,0.3,13.6,0.6,1737220,10627,1137524,12385,740,17,854,9,4648794
1338404,655734,2071,570307,5261,89437,1651,1323289,517,106187,6436,1301941,1553,151541,7765,1120239,2344,3.5,0.3,7.3,0.7,570307,5261,406226,6154,962,19,839,18,1344212
6042718,2930350,3655,2215935,9432,128918,1433,5943064,2569,356708,14816,5899819,3071,528203,21054,4852950,4661,4.9,0.2,6.0,0.3,2215935,9432,1482669,11111,1595,14,1371,12,6045680
6902149,3350887,2830,2624294,8879,134463,1312,6830796,760,188907,11175,6665083,2673,663918,20551,5703665,4253,4.8,0.2,6.5,0.3,2624294,8879,1620712,12401,1726,16,1295,16,6892503
9995915,4926816,3192,3957466,12369,93320,782,9888529,864,534551,14231,9774124,3126,1373349,26495,8092018,4711,5.3,0.2,9.5,0.3,3957466,12369,2817484,14245,898,7,861,5,9986857
5611179,2793980,3564,2194452,6925,112398,1114,5553564,740,244379,9542,5488344,2504,529077,16528,4451949,3463,3.4,0.2,5.7,0.3,2194452,6925,1567939,9341,1174,9,969,10,5639632
2986530,1446829,5311,1108630,9460,73550,1422,2919673,1311,354151,11627,2886448,1942,567645,18752,2362681,3923,7.1,0.4,15.0,0.8,1108630,9460,756195,9817,623,15,777,12,2976149
6126452,3003165,4798,2434806,10407,89955,1002,6014742,1422,566327,17546,5943658,3566,786330,21180,4907003,4497,4.2,0.2,9.0,0.4,2434806,10407,1625854,12819,891,9,830,8,6137428
1062305,534782,2521,431421,4444,88561,2528,1047075,795,86029,5338,1037462,1216,135114,8427,857868,2302,3.5,0.4,7.7,0.8,431421,4444,291018,4709,894,34,811,19,1068778
1929268,961213,2773,765490,3878,95522,1662,1900165,832,157612,7596,1875342,1788,206341,9787,1506189,2281,3.5,0.3,7.1,0.5,765490,3878,505666,5197,979,13,830,11,1934408
3034392,1522374,2263,1129810,6479,93915,1875,2998585,1702,336191,12913,2991978,2471,387327,14864,2420990,3306,5.6,0.3,9.1,0.5,1129810,6479,641551,6758,1195,19,1108,12,3080156
1356458,669442,2055,531212,5670,117181,2622,1339549,562,77011,4779,1312006,1622,100220,6538,1129682,1937,3.6,0.3,4.7,0.5,531212,5670,378742,6605,1481,30,1090,23,1359711
8908520,4350386,2964,3249567,9867,135042,1331,8803988,1605,655000,21066,8739304,2908,832133,26316,7183569,5033,4.9,0.2,6.9,0.3,3249567,9867,2078948,12237,1868,13,1336,9,8882190
2095428,1039641,3109,794093,5137,79184,2000,2060718,1535,196250,11540,2051759,2065,399456,16659,1673778,2565,6.1,0.4,15.1,0.8,794093,5137,525349,7517,751,24,830,15,2096829
19542209,9491313,4958,7367015,16617,118065,996,19302636,2649,1041233,24198,19037564,4341,2591391,46405,15945017,6563,5.0,0.1,10.0,0.3,7367015,16617,3953785,20790,1410,9,1274,8,19453561
10383620,5052244,6939,4011462,16617,91208,916,10183721,3716,1092046,24592,10100431,4443,1417873,35989,8352567,6453,5.0,0.2,10.2,0.4,4011462,16617,2612904,19709,917,8,900,8,10488084
760077,391222,2449,319355,4442,104400,3748,743793,1039,53935,4291,736671,693,78676,5987,601874,1455,2.8,0.4,5.7,0.8,319355,4442,199467,4766,861,37,808,19,762062
11689442,5732095,5513,4685447,12486,91796,718,11517226,1419,743905,20391,11362304,4398,1578673,37243,9407612,4742,4.9,0.1,9.7,0.3,4685447,12486,3086226,17899,931,6,797,6,11689100
3943079,1950076,3761,1485310,6108,83981,1231,3861581,1714,548316,13067,3825027,2627,596949,16807,3089116,3282,4.4,0.2,11.4,0.4,1485310,6108,971990,7832,775,11,808,8,3956971
4190713,2079943,3191,1639970,6988,100844,1370,4151076,824,293107,12582,4113142,3089,516570,19440,3417703,3522,5.0,0.3,8.0,0.5,1639970,6988,1024853,10325,1284,17,1130,13,4217737
12807060,6271620,4457,5070931,12151,100919,753,12604311,1036,699376,16537,12394000,4366,1517870,30308,10470798,5368,4.9,0.1,8.1,0.2,5070931,12151,3478645,18096,1012,8,927,7,12801989
1057315,515900,1724,406573,4965,105679,3067,1041309,1059,42481,5100,1016469,1124,131205,9492,881487,2582,5.5,0.6,9.1,1.0,406573,4965,251354,5065,1502,38,998,28,1059361
5084127,2468707,5672,1927991,12233,86121,1350,4990240,2332,522459,18516,4944754,2221,755215,23160,4105778,4034,5.3,0.3,10.8,0.4,1927991,12233,1335486,12405,828,13,892,12,5148714
882235,445271,2679,345449,3406,90012,3218,864598,699,84707,5276,852419,1438,111626,6667,690183,2661,3.0,0.4,8.0,0.8,345449,3406,234487,4225,870,25,734,14,884659
6770010,3302191,5463,2603140,11640,86674,1206,6667784,1852,674865,20743,6603013,4007,1011016,27948,5431337,5984,5.5,0.2,11.3,0.4,2603140,11640,1723984,15594,841,10,861,7,6829174
28701845,14250184,8510,9776083,21679,98400,614,28243191,4197,5002893,59840,28074573,7348,4180675,65525,22117923,11043,4.9,0.1,11.4,0.2,9776083,21679,6034082,27745,1075,6,1046,5,28995881
3161105,1592457,2658,998891,5079,101654,1422,3135573,903,295364,16878,3110944,2668,280773,15853,2329530,2979,3.2,0.2,6.1,0.5,998891,5079,703983,7745,1252,18,1043,15,3205958
626299,308118,1251,261373,3502,97098,3713,620066,406,24988,2911,601261,637,66013,5347,525088,1400,3.8,0.5,6.2,1.0,261373,3502,188798,4006,1184,27,969,29,623989
8517685,4190738,6416,3175524,13138,118509,1342,8301038,4855,731469,21272,8264095,3584,884647,27692,6857913,5817,4.2,0.2,7.1,0.3,3175524,13138,2093205,14799,1292,11,1215,12,8535519
7535591,3766859,3942,2895575,9139,114679,1133,7427599,3185,477284,15161,7400557,3213,759013,23800,6052827,4721,4.3,0.2,6.3,0.3,2895575,9139,1818988,12964,1442,12,1316,12,7614893
1805832,894657,2941,734703,6052,74688,1513,1776965,393,114106,7970,1753476,2196,312188,15244,1487470,2858,5.8,0.5,13.0,0.9,734703,6052,532674,7982,552,12,735,12,1792147
5813568,2891282,3345,2371960,6714,96441,1092,5740669,1241,313158,10839,5665153,2578,625826,17423,4693498,2902,3.2,0.2,7.0,0.3,2371960,6714,1592440,10546,1030,9,847,6,5822434
577737,292619,2316,230252,3746,98769,4482,567008,846,59337,4901,563374,898,62301,6775,460122,1622,3.9,0.6,7.1,1.2,230252,3746,161812,3934,957,52,818,32,578759
3195153,1520415,3192,1179637,9819,36583,885,3171580,573,202914,11156,3165711,1397,1363666,23647,2684285,2522,15.1,0.7,39.7,0.8,1179637,9819,793791,9316,274,6,484,10,3193694
4903185,2369611,5813,1897576,10370,85630,1111,4822514,2254,468901,13321,4781688,3063,739108,24870,3937453,5567,4.9,0.3,11.2,0.5,1897576,10370,1305223,12053,753,14,807,9,4893186
731545,380433,2130,252199,3658,115639,4770,705772,2037,86187,5742,713725,1271,71938,7880,569699,1120,5.8,0.7,6.6,1.0,252199,3658,163272,3761,1382,54,1201,37,736990
7278717,3620935,2892,2670441,12014,97314,1115,7165904,2678,808643,23247,7116266,3597,958442,33279,5820607,4871,5.1,0.3,9.5,0.4,2670441,12014,1742670,14610,1038,12,1101,8,7174064
3017804,1474705,4896,1163647,8530,81640,1579,2962596,1558,270970,12357,2929117,2439,474739,16707,2401299,3503,4.8,0.3,11.7,0.6,1163647,8530,761809,11533,662,14,742,10,3011873
39512223,19640794,6786,13157873,23844,126354,636,38997581,6171,3001997,41677,38733295,9821,4552837,67995,31617786,11444,5.1,0.1,8.2,0.2,13157873,23844,7218742,32100,1835,10,1614,7,39346023
5758736,2904955,4852,2235103,10026,121598,1354,5664199,2865,453475,16612,5637904,2914,526979,20810,4645780,4327,3.7,0.2,5.8,0.3,2235103,10026,1471912,10990,1466,17,1369,14,5684926
3565287,1743777,2405,1377166,6712,140129,2318,3514562,1468,207184,11125,3460446,2429,347149,13761,2926854,3578,5.3,0.3,6.8,0.4,1377166,6712,895594,8768,1667,18,1177,13,3570549
973764,470288,1336,376239,3536,109065,3676,956378,1518,62770,6080,944955,1977,106383,10953,792119,1947,4.6,0.6,7.6,1.2,376239,3536,264503,4704,1182,30,1116,22,967679
705749,334355,513,291570,3959,175610,6684,696599,606,24506,4421,673041,570,90534,8570,587819,1304,6.3,0.6,8.8,1.6,291570,3959,120988,3639,2215,71,1603,45,701974
21477737,10498005,7711,7905832,23042,97822,648,21156770,4768,2784348,44556,21048884,6008,2664772,55731,17719854,8509,4.5,0.1,8.7,0.3,7905832,23042,5237519,29214,1025,8,1238,7,21216924
10617423,5170126,8608,3852714,14425,101205,1271,10420412,3759,1397823,31016,10332523,4968,1373909,35565,8394269,8568,4.8,0.2,9.6,0.3,3852714,14425,2470572,20049,1059,11,1049,9,10516579
1415872,707855,1848,465299,5012,118900,2772,1358715,2695,56479,5194,1379078,1654,128722,11476,1147569,1894,3.9,0.4,6.4,0.8,465299,5012,279960,5288,1713,63,1651,49,1420074
1787065,898044,3290,655859,5316,92041,1994,1764911,1043,191195,9554,1753946,2128,195984,13818,1386665,3018,3.3,0.4,7.4,0.8,655859,5316,469387,6634,965,24,880,16,1754367
12671821,6217305,5143,4866006,12627,115529,1023,12488377,2547,923291,24872,12373209,4984,1420542,37778,10184783,6628,4.8,0.2,7.9,0.3,4866006,12627,3211867,18521,1213,8,1020,8,12716164
6732219,3319907,5799,2597765,12716,94579,1150,6631529,1184,578436,18844,6517430,5728,775823,24457,5346452,5965,4.2,0.2,7.8,0.4,2597765,12716,1800483,13175,874,8,840,7,6696893
3155070,1570384,4938,1287221,6606,97137,1464,3111914,664,156062,9889,3058938,2317,341613,16006,2516898,3434,3.7,0.3,7.3,0.5,1287221,6606,907880,8960,924,10,808,9,3150011
2913314,1446287,3677,1138329,6595,99431,1656,2851831,2523,262392,10983,2826818,2181,323189,13737,2292476,3701,3.8,0.3,7.5,0.5,1138329,6595,756566,8850,945,14,862,10,2912619
4467673,2198205,4556,1748732,8789,85541,1178,4384896,1584,282563,13521,4326675,3335,703627,22815,3581569,3669,4.8,0.3,11.8,0.6,1748732,8789,1171824,12237,786,13,773,10,4461952
4648794,2268202,5764,1741076,11011,86582,1289,4539690,2739,404253,13527,4515876,2937,857894,28695,3684053,5584,5.5,0.4,14.3,0.7,1741076,11011,1157652,13899,727,15,866,10,4664616
1344212,656330,2255,573618,4999,95631,2517,1327623,956,106537,6905,1304100,1939,141803,9329,1128168,2087,3.5,0.4,6.5,0.8,573618,4999,414119,6272,999,24,870,16,1340825
6045680,2928013,3800,2226767,9709,134975,1473,5945846,2328,356831,15105,5898360,4973,532241,20417,4862424,4514,4.5,0.2,5.8,0.3,2226767,9709,1488168,12986,1634,15,1401,12,6037624
6892503,3345556,2975,2650680,9065,141098,1699,6820969,1160,204079,10474,6656430,3580,625763,19408,5707254,4141,3.9,0.2,6.0,0.3,2650680,9065,1647747,11356,1776,19,1360,15,6873003
9986857,4915905,4462,3969880,12901,97243,854,9879486,1274,571140,17544,9772151,3221,1269062,30302,8095913,5042,5.0,0.2,8.8,0.3,3969880,12901,2841195,16275,914,7,888,7,9973907
5639632,2804216,3601,2222568,7740,117331,1235,5580828,759,272612,13106,5515416,3267,494683,17961,4479456,3766,3.2,0.2,5.2,0.3,2222568,7740,1598396,9963,1200,12,1016,14,5600166
2976149,1434957,6365,1100229,9887,77752,1726,2904609,2077,376872,15052,2877843,2543,564192,24018,2360508,4269,6.6,0.6,14.8,0.8,1100229,9887,740651,11056,648,17,777,12,2981835
6137428,3008169,5283,2458337,10406,94190,1173,6020665,2166,603702,18619,5953025,3642,770175,23258,4918035,5687,3.8,0.2,8.8,0.4,2458337,10406,1650019,13455,895,9,834,8,6124160
1068778,537170,2159,437651,4637,93962,3154,1053646,851,87141,5669,1042682,1320,131882,8022,869402,2312,4.1,0.5,7.9,0.8,437651,4637,301456,4542,896,34,831,25,1061705
1934408,966650,2645,771444,4475,99250,1724,1904211,1300,157923,7846,1877629,2210,185761,9589,1509290,2423,3.3,0.3,6.2,0.4,771444,4475,511370,6253,1020,17,859,12,1923826
3080156,1544779,2632,1143557,8281,100842,2063,3043419,1941,347631,13887,3037199,2456,379564,19019,2465233,3752,5.1,0.4,8.7,0.6,1143557,8281,647518,9457,1230,21,1168,12,3030281
1359711,672960,2157,541396,5389,121093,2716,1343337,756,84024,7524,1316495,2112,95711,7285,1137316,1928,3.0,0.3,4.2,0.6,541396,5389,384166,6112,1534,27,1147,27,1355244
8882190,4342591,3793,3286264,9466,140098,1300,8775976,1983,692341,19188,8712974,3246,798262,25821,7168432,4559,4.7,0.2,6.2,0.3,3286264,9466,2081798,13118,1890,15,1376,9,8885418
2096829,1036708,3586,793420,7074,82430,1870,2058918,1889,205156,11524,2053305,2388,373230,15038,1678187,3068,5.5,0.5,13.7,0.8,793420,7074,540052,7811,759,22,847,14,2097021
19453561,9450810,4777,7446812,13820,126612,1155,19212803,2719,1006528,19834,18932499,7626,2467006,45734,15895561,6654,4.4,0.1,9.3,0.3,7446812,13820,3985516,23397,1424,10,1309,9,19514849
10488084,5094327,7768,4046348,15467,95431,937,10281062,4093,1157280,26006,10199239,5394,1386122,34891,8457219,7206,4.6,0.2,9.6,0.4,4046348,15467,2642709,17920,951,9,931,8,10386227
762062,388339,2147,323519,3879,107692,3737,744172,1649,51324,4963,738814,672,78112,6057,602982,2714,2.6,0.4,6.5,1.0,323519,3879,198411,4256,859,37,804,22,760394
11689100,5732207,6085,4730340,12955,96410,931,11514951,1996,757762,22301,11362386,4412,1484862,31837,9407641,5848,4.6,0.2,9.2,0.3,4730340,12955,3123733,17226,929,7,813,6,11675275
3956971,1962477,3770,1495151,7032,89487,1304,3871658,2168,552835,13538,3841763,2141,583029,15382,3110626,3610,4.4,0.2,10.8,0.4,1495151,7032,979898,8350,795,11,814,10,3949342
4217737,2089676,4292,1649352,8550,104266,1628,4175002,1934,299420,13452,4136542,3140,470643,17376,3451654,3757,5.0,0.3,6.6,0.4,1649352,8550,1037125,9401,1328,20,1185,14,4176346
12801989,6272527,4267,5119249,11502,105887,907,12593136,2228,726448,21527,12387178,4860,1489333,38199,10474419,5664,4.5,0.1,8.2,0.3,5119249,11502,3501824,16898,1005,8,951,7,12794885
1059361,517221,1791,407174,4739,114264,3431,1043753,834,42720,5959,1018586,1047,110244,9715,880978,2150,4.2,0.5,6.6,0.9,407174,4739,251146,6589,1491,37,1043,29,1057798
5148714,2485001,6337,1975915,11292,92541,1480,5048513,3456,547666,16718,5003235,3802,692744,27058,4158317,4297,4.7,0.3,9.8,0.6,1975915,11292,1388492,13753,844,14,922,12,5091517
884659,449458,2743,353799,3905,93738,2318,867305,718,88337,6034,854648,1432,101946,8090,692113,2208,3.0,0.4,7.3,0.9,353799,3905,239931,4242,912,26,769,24,879336
6829174,3329115,5649,2654737,12964,92930,1109,6719315,2809,681647,20293,6656385,3422,922176,25901,5487875,6599,4.5,0.2,10.0,0.4,2654737,12964,1765720,15733,851,11,904,8,6772268
28995881,14385762,10844,9985126,25440,103203,793,28514428,5539,5233960,66634,28361423,8554,3865010,70183,22425612,11166,4.4,0.1,10.5,0.2,9985126,25440,6179278,31366,1103,8,1091,5,28635442
3205958,1610671,2824,1023855,5773,107443,1857,3178394,1835,306856,16028,3157996,2043,281279,15513,2378652,2790,3.2,0.3,6.1,0.5,1023855,5773,723288,7875,1303,16,1098,15,3151239
623989,309164,1483,262767,3459,102634,3571,618064,329,27741,2906,599030,710,60897,4517,525153,1269,3.4,0.5,5.8,0.9,262767,3459,186252,3534,1222,28,980,25,624340
8535519,4201799,7762,3191847,12998,123432,1491,8303671,6301,658286,21979,8279357,4204,822775,24460,6880704,6309,4.0,0.2,6.5,0.3,3191847,12998,2110713,17300,1311,13,1254,16,8509358
7614893,3807572,4284,2932477,11062,122737,1259,7497453,3993,496047,18913,7470152,4462,730240,26102,6128444,4603,4.6,0.2,6.2,0.3,2932477,11062,1849692,14564,1509,14,1359,14,7512465
1792147,885861,3559,728175,7273,78001,1826,1762052,1241,117644,7804,1739050,2527,278734,14047,1476688,2866,6.0,0.6,11.1,0.9,728175,7273,534568,7050,533,16,727,14,1807426
5822434,2892804,3518,2386623,7340,100954,1113,5751404,1109,328654,12003,5675557,3164,591486,18294,4707424,3512,3.2,0.2,6.2,0.3,2386623,7340,1603906,11260,1046,10,867,6,5806975
578759,296005,2436,233128,3322,97241,4038,568859,919,70053,7237,563528,1747,56945,5626,458477,2011,3.6,0.6,6.6,1.1,233128,3322,167582,4047,1005,43,822,33,581348
3193694,1515994,3217,1170982,9101,38273,1031,3169528,931,246065,11791,3167190,936,1376809,24017,2699404,3210,14.1,0.7,39.5,0.9,1170982,9101,803460,9338,255,8,482,11,3255642
4893186,2365734,1090,1888504,5749,86610,677,4813429,1038,455545,8039,4771614,1397,762642,11016,3926842,1888,5.6,0.1,11.6,0.2,1888504,5749,1306505,8890,768,7,811,5,5039877
736990,384653,448,255173,1326,112443,1512,711104,874,89765,2897,719445,500,74369,3007,572684,523,7.2,0.3,7.0,0.5,255173,1326,165376,1894,1416,21,1240,16,732673
7174064,3564979,458,2643430,6290,97003,632,7065326,1073,747778,10488,7012999,3053,990528,12842,5720956,2248,5.8,0.1,10.1,0.2,2643430,6290,1727176,8998,1062,6,1097,5,7276316
3011873,1478511,1045,1170544,4411,82767,937,2957271,617,245980,6368,2923585,981,470190,8038,2388169,1462,5.2,0.2,11.8,0.3,1170544,4411,770477,6160,695,7,760,5,3025891
39346023,19562882,1263,13103114,18542,124332,420,38838726,2943,2806173,25337,38589882,3672,4853434,39919,31403964,4410,6.2,0.1,9.0,0.1,13103114,18542,7241318,35711,1851,5,1586,4,39237836
5684926,2862153,1020,2137402,4703,119073,762,5588760,1549,436261,8774,5563823,1118,544232,9500,4568027,1544,4.6,0.1,6.1,0.2,2137402,4703,1415324,7389,1445,7,1335,6,5812069
3570549,1741688,351,1385437,3268,139506,1149,3520172,636,179066,5209,3466935,787,339156,7695,2927839,1506,6.0,0.1,6.7,0.2,1385437,3268,915408,5015,1711,9,1201,6,3605597
967679,467720,160,370953,1823,107809,1562,951930,591,55571,2589,941266,610,107641,4332,787102,664,5.8,0.4,7.7,0.4,370953,1823,264915,2572,1202,19,1150,11,1003384
701974,333137,82,288307,1319,173874,3283,692059,308,25288,2216,669089,488,103391,3390,586181,521,7.1,0.5,11.3,0.6,288307,1319,122648,2322,2188,39,1607,24,670050
21216924,10374594,1559,7931313,23200,96492,477,20897188,2259,2646931,30747,20793628,2956,2772939,26520,17486583,3571,5.4,0.1,9.4,0.1,7931313,23200,5250878,29168,1044,4,1218,3,21781128
10516579,5113936,1996,3830264,8096,99832,621,10321846,1943,1345294,18300,10238369,2300,1461572,17326,8296817,3182,5.6,0.1,10.6,0.2,3830264,8096,2453159,15000,1068,5,1042,4,10799566
1420074,712250,139,467932,1883,120352,1396,1365172,1146,52807,2060,1381577,840,127971,4297,1148836,728,4.6,0.2,6.3,0.4,467932,1883,282037,2959,1702,27,1651,16,1441553
1754367,879763,828,649299,2233,90514,1202,1732106,482,179490,4958,1722972,837,205676,5392,1360062,1320,4.2,0.2,8.1,0.3,649299,2233,459428,3829,977,10,887,9,1900923
12716164,6247083,1174,4884061,8585,113734,540,12536614,809,854433,11628,12418504,2377,1488670,18242,10193604,2843,6.0,0.1,8.4,0.1,4884061,8585,3237778,15169,1237,4,1038,4,12671469
6696893,3300350,1169,2602770,6793,91731,512,6597701,479,528176,8136,6491632,2169,838149,12468,5306367,2223,4.7,0.1,8.9,0.2,2602770,6793,1808293,9974,882,4,844,3,6805985
3150011,1564436,886,1273941,4037,97161,746,3106492,378,145633,4397,3051284,1014,339090,6616,2504540,1329,3.9,0.1,7.1,0.2,1273941,4037,906967,5085,925,5,806,6,3193079
2912619,1451919,981,1141985,4096,99062,646,2853649,983,249223,4852,2828498,997,323644,6562,2285921,1417,4.1,0.1,7.6,0.2,1141985,4096,756309,5042,963,6,863,6,2934582
4461952,2196522,1182,1748053,5379,85749,645,4379339,598,246078,6514,4322881,1527,717895,10991,3567512,1833,5.4,0.1,12.3,0.2,1748053,5379,1181021,8065,797,6,783,4,4509394
4664616,2276932,1257,1751956,5502,88371,849,4556953,1047,395259,7262,4532187,1504,845230,12732,3688107,1629,6.6,0.2,14.2,0.3,1751956,5502,1167628,7916,752,10,876,5,4624047
1340825,656628,454,569551,2285,94310,1087,1325025,382,101045,3461,1304038,705,144384,3764,1120778,704,4.0,0.2,6.7,0.3,569551,2285,414939,2907,1004,9,873,7,1372247
6037624,2925644,681,2230527,4131,133817,838,5938200,1496,352186,7399,5894835,1643,531553,8805,4846076,1594,5.2,0.1,5.9,0.2,2230527,4131,1495828,7636,1658,8,1415,6,6165129
6873003,3335992,464,2646980,4188,139154,876,6800682,668,185687,5381,6637329,1307,653454,10187,5678025,2017,5.1,0.1,6.6,0.2,2646980,4188,1654892,8181,1786,9,1336,7,6984723
9973907,4911965,885,3980408,8401,97175,425,9866076,502,528400,8532,9753541,1875,1337256,14613,8070619,2089,6.0,0.1,9.2,0.1,3980408,8401,2855485,11537,932,4,892,4,10050811
5600166,2789017,793,2207988,5616,116714,559,5541421,533,251900,5439,5476956,1148,511185,6996,4444556,1256,3.8,0.1,5.6,0.1,2207988,5616,1588611,7339,1221,5,1010,7,5707390
